type,pos,number,fact_fragment,was_submitted
year,DT,280,The Gupta Empire (India) is founded (approximate date).,False
year,DT,280,The Greek mathematician Pappus demonstrates geometrically the property of the center of gravity.,False
year,NNP,283,"Emperor Carus travels through Thrace and Asia Minor, he invades Syria and Mesopotamia.",False
year,NNP,283,Carus receives for his victories in Persia the title of Persicus Maximus.,False
year,NNP,283,"Carus dies in mysterious circumstances during an expedition against the Sassanids, during a violent dust storm he is killed by a stroke of lightning.",False
year,NNP,283,Marcus Aurelius Carinus succeeds his father Carus.,False
year,NNP,283,Pope Caius succeeds Pope Eutychian as the 28th pope.,False
year,NNP,282,Emperor Probus travels towards Sirmium (Serbia).,False
year,NNP,282,Probus is murdered by his discontented troops.,False
year,NNP,282,"Carus defeats the Quadi and Sarmatians on the Danube, for his victories he is given the title Germanicus Maximus.",False
year,NN,282,"Carus appoints his oldest son Marcus Aurelius Carinus, Caesar and co-emperor of the western Roman Empire.",False
year,DT,282,A new city is constructed in Fuzhou slightly south of the original city Ye (the main street of the city has remained unchanged since that time).,False
year,DT,282,The Patriarch Theonas of Alexandria becomes one of the first bishops to use the title Pope.,False
year,NNP,285,Emperor Carinus marched from Roman Britain to northern Italy and defeats the army under Sabinus Julianus at Verona.,False
year,NNP,285,"Carausius, naval commander at Bononia (modern Boulogne), is given the task to clear the English Channel of Frankish and Saxon pirates.",False
year,DT,284,"The Bagaudae, a group of peasant insurgents, revolt in Gaul against the Roman Empire.",False
year,NNP,284,Emperor Numerian travels through Bithynia (Asia Minor) and is murdered on his way home to Rome.,False
year,NNP,284,"Gaius Aurelius Valerius Diocletianus, age 39, is proclaimed new emperor.",False
year,NNP,284,"Diocletianus carries out reforms; the Roman army returns to conscription, and admits large numbers of barbarian volunteers.",False
year,NNP,284,"Sabinus Julianus, Roman usurper against Emperor Carinus, revolts in Pannonia.",False
year,NNP,284,Diocletianus advanced with his army across the Balkans.,False
year,NNP,284,Patriarch Rufinus I succeeds Patriarch Dometius as Patriarch of Constantinople.,False
year,NNP,287,Emperor Diocletian and Maximian become Roman Consuls.,False
year,DT,287,The first Indiction begins.,False
year,NNP,286,"Emperor Diocletian elevates his friend Maximian to co-emperor, giving him the title Augustus.",False
year,NNP,286,"Carausius, commander of the Classis Britannica, is accused of piracy and sentenced to death.",False
year,NNP,286,Tuoba Chuo succeeds his brother Tuoba Xilu as chieftain of the Tuoba clan.,False
year,DT,263,"The Wei Kingdom conquers the kingdom of Shu Han, one of the Chinese Three Kingdoms.",False
year,NNP,263,"Liu Hui writes a commentary on The Nine Chapters on the Mathematical Art, describing what will later be called Gaussian elimination, computing pi, etc.",False
year,DT,262,The Goths invade Asia Minor and destroy the Temple of Artemis in Ephesus.,False
year,DT,262,An earthquake strikes Ephesus.,False
year,DT,262,The Heruls accompanied the Goths ravaging the coasts of the Black Sea and the Aegean.,False
year,NNP,261,Emperor Gallienus crushes the Alamanni at Milan.,False
year,NNP,261,"Gallienus repeals the edict of 258, which led to the persecution of the Christians.",False
year,NNP,261,"Michu ascends the Silla throne, becoming the first king of the long Kim line.",False
year,NNP,260,Valerianus I arranges a meeting with Shapur to negotiate a peace settlement.,False
year,NNP,260,Shapur I sends Valerian to Bishapur and used the captured Roman army for engineering plans.,False
year,NNP,260,"Gallienus becomes the new emperor of Rome, during his reign the Pannonian governor Ingenuus revolts on the Danube.",False
year,NNP,260,"Gallienus evacuates the fortifications (limes) in the Agri Decumates (Germania Superior), covering the Black Forest area in the face of invading Alamanni.",False
year,NNP,260,"Gallienus established himself at Mediolanum (modern Milan), he reorganizes the army supported by elite cavalry and dispatch troops to the Rhine frontier.",False
year,NNP,260,"Postumus, Roman usurper, forms the Gallic Empire and protects the Rhine against an invasion of Germanic tribes.",False
year,NNP,260,"Saloninus, son of Gallienus, is proclaimed Augustus by his troops.",False
year,NNP,260,Postumus executed Saloninus and his adviser Silvanus after breaching the walls of Cologne.,False
year,NNP,260,"Postumus wins over all the Roman provinces west of the Alps, including Gaul, Britain and Hispania.",False
year,DT,260,The Roman fort of Wiesbaden (Germany) is captured by the Alamanni.,False
year,DT,260,The Franks take control over the Scheldt estuary (approximate date).,False
year,NNP,260,Cao Huan succeeds Cao Mao as ruler of the Chinese Kingdom of Wei.,False
year,NNP,260,"Syria, Egypt and Palestine break off from the Roman Empire to form the Persian-supported Palmyrene Empire.",False
year,NNP,260,Earliest known date of chess.,False
year,NNP,260,"Pope Dionysius convenes a synod at Rome to demand an explanation from bishop Dionysius of Alexandria, who has been charged with separating the members of the Trinity as three distinct deities.",False
year,NNP,260,Paul of Samosata becomes Patriarch of Antioch.,False
year,DT,267,"The Heruli invade the Black Sea coast, they unsuccessfully attack Byzantium and Cyzicus.",False
year,DT,267,"The Goths sack several cities of southern Greece including Athens, Corinth, Argos and Sparta.",False
year,NNP,267,"Aureolus, charged with defending Italy, defeats Victorinus (co-emperor of Gaul), is proclaimed emperor by his troops, and begins his march on Rome.",False
year,DT,266,The rule of High King Cormac mac Airt ends (approximate date).,False
year,NNP,265,"Emperor Gallienus tries twice to crush the usurper Postumus, but on the first occasion Aureolus, commander of the elite cavalry, carelessly lets him escape.",False
year,NNP,265,Postumus makes no move to march on Rome and claim his territory south of Gaul.,False
year,NNP,265,Gallienus repels the invasion of the Goths in the Balkans.,False
year,NNP,265,"Jin Wudi becomes ruler of part of China, beginning the Jin Dynasty.",False
year,NNP,264,"Jiang Wei tries to restore the Kingdom of Shu by persuading Zhong Hui to declare a rebellion against Sima Zhao, ruler of Cao Wei.",False
year,NNP,264,Sun Hao succeeds Sun Xiu as ruler of the Chinese Kingdom of Wu.,False
year,NNP,269,"Claudius II travels to Sirmium and prepares a war against the Vandals, who raid Pannonia.",False
year,DT,269,The Heruli capture Athens and raid the Aegean Islands as far as Crete and Rhodes.,False
year,NNP,269,"Queen Zenobia conquers Syria, Palestine, Lebanon and Egypt, giving her control of Rome's grain supply.",False
year,NNP,269,Pope Felix I succeeds Pope Dionysius as the 26th pope.,False
year,NNP,269,Paul of Samosata is deposed as Patriarch of Antioch (though he is not removed until 272).,False
year,NNP,268,"Gallienus is killed by his own senior officers at Mediolanum (Milan) while besieging his rival Aureolus, one of the Thirty Tyrants.",False
year,NNP,268,Marcus Aurelius Claudius is charged by the Senate for having murdered Gallienus (it will never be proven).,False
year,NNP,268,Claudius II asks the Senate to spare the lives of Gallienus's family and political supporters.,False
year,DT,268,The Alamanni invade Italy north of the Po River.,False
year,DT,268,The Visigoths first appear as a distinct people.,False
year,NNP,268,"Victorinus is declared emperor of the Gallic Empire by the legions at Augusta Treverorum (Trier), following the murders of his predecessors.",False
year,NNP,268,Pope Dionysius dies at Rome after a 9-year reign and is succeeded by Pope Felix I.,False
year,NNP,298,"Emperor Maximian concludes his campaign in North Africa against the Berbers, and makes a triumphal entry into Carthage.",False
year,DT,298,The Baths of Diocletian are commissioned by Maximian in honor of Emperor Diocletian.,False
year,NNP,298,"Galerius invades Armenia with an army of 25,000 men.",False
year,DT,298,The manufacture of cultured silk becomes popular from Korea to Japan.,False
year,NNP,299,Galerius commissions the Arch of Galerius in Thessaloniki (Greece).,False
year,NNP,296,Constantius Chlorus assembles two invasion fleets with the intent of crossing the English Channel.,False
year,NNP,296,"Constantius Chlorus reconquers Britain, he rebuilds the cities Eboracum (York), Londinium (London), and Verulamium (St Albans).",False
year,NNP,296,Emperor Diocletian dispatched his son-in-law Galerius with a large army to Armenia.,False
year,NNP,296,Pope Caius dies at Rome after a 13-year reign and is succeeded by Pope Marcellinus as the 29th pope.,False
year,NNP,297,"Emperor Maximian begins a offensive against the Berbers in Mauritania, driving them back into their homelands in the Atlas Mountains.",False
year,NNP,297,Galerius makes preparations in Syria for a campaign against the Persian king Narseh.,False
year,NNP,294,"Galerius, Roman Caesar in the Balkan, proves his worth in campaigning on the Danube frontier, fighting the Goths, Marcomanni, Sarmatians, and Carpi.",False
year,NNP,294,"Galerius is given the unspectacular job of land reclamation and repopulation, moving the entire tribe of the Carpi to settlements within the Roman Empire.",False
year,NN,294,Emperor Diocletian goes with the young Constantine I the Great (later the first Christian Roman Emperor) on his staff to Egypt.,False
year,NNP,294,Tuoba Luguan succeeds his nepnew Tuoba Fu as chieftain of the Tuoba clan.,False
year,NNP,295,"Galerius, Roman Caesar in the Balkan, is dispatched to Egypt to fight against the rebellious cities Busiris and Coptos.",False
year,NNP,295,Tuoba Luguan divides the territory of the Tuoba clan into three areas.,False
year,NNP,295,"Petra rejoins the province of Palestine, and is converted to Christianity by the Syrian monk Barsauma.",False
year,NNP,292,"Achilleus, Roman general, is proclaimed emperor in Alexandria.",False
year,DT,292,The oldest known Mayan stele is erected at the capital Tikal (Guatemala).,False
year,NNP,293,Emperor Diocletian and Maximian appoint Constantius Chlorus and Galerius as Caesars.,False
year,NNP,293,Nicomedia (northwestern Asia Minor) becomes the capital of Diocletian.,False
year,NNP,293,"Mediolanum (Milan, near the Alps) becomes the capital of Maximian.",False
year,NNP,293,"Augusta Treverorum (Trier, in Germany) becomes the capital of Constantius Chlorus.",False
year,NNP,293,Constantius Chlorus retakes some of the Gallic territories and conquers the crucial port of Bononia (modern Boulogne).,False
year,NNP,293,"Carausius, Roman usurper, is murdered by his finance minister Allectus who proclaims himself ""emperor"" of Britain.",False
year,NNP,293,Constantius Chlorus defeats the Franks on the Rhine frontier in Batavia (Netherlands).,False
year,NNP,293,Narseh becomes king of Persia and engaded Rome in eight years of constant warfare.,False
year,NNP,293,Tuoba Fu succeeds his uncle Tuoba Chuo as chieftain of the Chinese Tuoba clan.,False
year,NNP,293,Probus succeeds Rufinus as Patriarch of Constantinople.,False
year,NNP,290,Emperor Diocletian and Maximian meet in Milan on the five-year anniversary of their rule to discuss over politics and war.,False
year,NN,290,"Carausius who has established himself as king of Britain, is also reluctantly acknowledged by Diocletian and Maximian as third emperor.",False
year,NNP,290,Carausius begins to build a series of fortifications on the Saxon Shore in south-east England.,False
year,NNP,290,"Emperor Jin Wudi, founder of the Western Jin Dynasty, dies after a 25-year reign.",False
year,NNP,291,Emperor Diocletian signs peace treaties with the kingdoms of Aksum and Nubia.,False
year,NNP,270,"Emperor Claudius II Gothicus dies of plague while preparing to fight the Vandals and Sarmatians, who have invaded Pannonia.",False
year,CC,270,"Quintillus commits suicide and is succeeded by an associate of his brother Lucius Domitius Aurelianus, the military leader who distinguished himself last year at the Battle of Naissus (Serbia).",False
year,NNP,270,Aurelianus pushes the Goths back across the Danube and recovers Roman territory.,False
year,DT,270,The Romans leave Utrecht after regular invasions of Germanic tribes.,False
year,DT,270,"The Chinese invent gunpowder (black powder), a mixture of sulfur, charcoal and potassium nitrate.",False
year,NNP,271,Emperor Aurelian pushes the Vandals back from Pannonia and forces them to withdraw over the Danube.,False
year,NNP,271,"Felicissimus, financial minister of the state treasury, leads an uprising of mint workers against Aurelian.",False
year,NNP,271,"Victorinus, Emperor of the Gallic Empire, is assassinated by Attitianus, reportedly for reasons of personal revenge.",False
year,NNP,271,"Zenobia proclaims herself to be Empress, and breaks all relations with the Roman Empire.",False
year,NNP,271,Zenobia gives her son Vaballathus the title of Augustus.,False
year,DT,271,A magnetic compass is first used in China.,False
year,NNP,272,Emperor Aurelian sends his commander Marcus Aurelius Probus to restore Roman rule in Egypt.,False
year,NNP,272,Rome forms an alliance with the king of Aksum (Axum).,False
year,NNP,272,Dometius succeeds Titus as Patriarch of Constantinople.,False
year,NNP,272,"Saint Denis, first Bishop of Paris, and two of his disciples are beheaded on the road to the Temple of Mercury that stands atop a hill outside of the city.",False
year,NNP,272,Paul of Samosata is deposed as Patriarch of Antioch.,False
year,NN,273,Emperor Aurelian sacks the city of Palmyra after putting down a new revolt.,False
year,DT,273,The kingdom of Palmyra is reunited with the Roman Empire.,False
year,NNP,273,"Marcus Claudius Tacitus, future Roman Emperor, is consul in Rome.",False
year,NN,273,Tetricus I and Tetricus II are deposed as Gallic Emperors by Aurelian.,False
year,NNP,273,"Cassius Longinus, counselor of queen Zenobia, is executed by the Romans for conspiring against Aurelian.",False
year,DT,273,An Indian delegation visits Aurelian.,False
year,NNP,274,"Rome greets Aurelian as Restitutor Orbis (""Restorer of the World"") and accords him a magnificent triumph (victory procession), which is graced by his captives Tetricus I and his son Tetricus II.",False
year,JJ,274,Germanic tribes take advantage of the destroyed Roman forces of the Rhine.,False
year,DT,274,The Kingdom of Aksum attains great prosperity thanks to its control of Red Sea trade.,False
year,NNP,274,Pope Felix I dies in Rome after a 5-year reign.,False
year,NNP,275,Emperor Aurelian prepares a campaign against the Sassanids in Asia Minor.,False
year,NNP,275,"Marcus Claudius Tacitus is proclaimed Emperor by the Senate, his half brother Marcus Annius Florianus becomes Praetorian Prefect.",False
year,NNP,275,Gaul is pillaged by the Franks and the Alemanni.,False
year,DT,275,The Pallava dynasty begins in Southern India.,False
year,NNP,275,Pope Eutychian succeeds Pope Felix I as the 27th pope.,False
year,NNP,276,Emperor Tacitus doubled the silver content of the aurelianianus and halved its tariffing to 2.5 d.c. carry the value marks X.I.,False
year,NNP,276,Marcus Annius Florianus defeats the Goths and Alans who have invaded Asia Minor.,False
year,NNP,276,"Florianus becomes Roman Emperor; he breaks off his campaign against the Heruli and marches from the Bosporus with support from the Roman legions in Britain, Gaul, Spain and Italy to fight a indecisive battle with Marcus Aurelius Probus in Cilicia.",False
year,NNP,276,"Florianus holds power for some weeks, but is assassinated by his own troops near Tarsus (Turkey).",False
year,NNP,276,"Probus appoints Marcus Aurelius Carus to Prefect of the Praetorian Guard, he returns the aurelianianus to the standard and official tariffing of Aurelian.",False
year,NNP,276,Reign of Mahasena in Ceylon.,False
year,NNP,276,"Mani, a sage from Persia, dies at Gundeshapur after 30 years of preaching his ""heresy"" at the court of the late Sassanian king Shapur I and on long journeys to Khorasan, India and China.",False
year,NNP,277,"Emperor Probus travels with his army west across the Sea of Marmara (Turkey) and through the provinces of Thrace, Moesia, and Pannonia to defeat the Goths along the lower Danube.",False
year,NNP,277,Probus enters Rome to have his position as Emperor ratified by the Senate.,False
year,NNP,277,Tuoba Xilu succeeds his father Tuoba Liwei as chieftain of the Tuoba clan.,False
year,NNP,278,"Emperor Probus defeats the Alamanni, advancing through the Neckar valley.",False
year,NNP,278,Probus resettles the Germanic tribes in the devastated provinces of the Roman Empire.,False
year,NNP,279,Emperor Probus defeats the Burgundians and Vandals in Raetia and Pannonia (modern Switzerland and Hungary).,False
year,NNP,279,"Sima Yan, Emperor of the Jin Dynasty, launches the Jin offensive and attacks along the Yangzi River from Jianye to Jiangling whilst the Sichuan fleet sails downriver to the Jing province.",False
year,DT,300,The Franks penetrate into what is now northern Belgium (approximate date).,False
year,DT,300,The city of Split is built.,False
year,DT,300,"A Romano-Celtic temple-mausoleum complex is constructed in what is now Lullingstone, and also in Anderitum (approximate date).",False
year,DT,300,The lion becomes extinct from Armenia (approximate date).,False
year,DT,300,The Yayoi period ends in Ancient Japan (approximate date).,False
year,NNP,300,Wootz steel is developed in India (approximate date).,False
year,DT,300,"The Kama Sutra, an Indian handbook on the art of sexual love, is probably produced around this time by the sage Vatsyayana.",False
year,DT,300,The elephant becomes extinct in North Africa (approximate date).,False
year,DT,300,The Atlas Wild Ass becomes extinct (approximate date).,False
year,DT,300,The Formative/Preclassic period in Mesoamerica comes to an end (around this year).,False
year,DT,300,"The Mayan civilization reaches its most prolific period, the classic period, in what is now Guatemala, Belize and parts of southern Mexico adjacent to the former two.",False
year,DT,300,The magnetic compass for navigation is invented in China (approximate date).,False
year,DT,300,"The Panchatantra, a Sanskrit collection of fables and fairy tales, is written in India.",False
year,DT,300,The Tetrarchs are probably made in Egypt.,False
year,NNP,300,Peter of Alexandria becomes Patriarch of Alexandria.,False
year,NNP,300,"Approximate date of the Synod of Elvira in Elvira, Spain, which was a church council that prohibited interaction with Jews, pagans, and heretics.",False
year,NNP,245,Emperor Philip the Arab entrusts Trajan Decius with an important command on the Danube.,False
year,NN,245,Plotinus goes to live in Rome.,False
year,NNP,245,"Trieu Thi Trinh, a Vietnamese warrior, begins her three year resistance against the invading Chinese.",False
year,NNP,244,Emperor Gordian III is murdered by mutinous soldiers in Zaitha (Mesopotamia).,False
year,NNP,244,Philip the Arab declares himself co-emperor and makes a disgraceful peace with the Persians.,False
year,NNP,244,"Philip the Arab constructs the city of Shahba (Syria), the province of his birth.",False
year,NNP,244,Philip the Arab is recognized by the Roman Senate as new Roman Emperor and gives his brother Priscus supreme power (rector Orientis) in the Eastern provinces.,False
year,NN,244,"Philippus I is proclaimed Augustus, he nominates his son Philippus, age 6, with the title of Caesar and heir to the throne.",False
year,NNP,244,"Guanqiu Jian of Cao Wei invades Goguryeo, devastating their capital.",False
year,NNP,244,"Plotinus, Greek philosopher, escapes the bloodshed that accompanies the murder of Gordianus III and makes his way to Antioch.",False
year,NNP,244,"Philip the Arab, is made.",False
year,DT,244,"The silver content of the Roman denarius falls to 0.5 percent under emperor Philippus I, down from 28 percent under Gordian III.",False
year,NNP,247,Marcus Julius Philippus Augustus and his 10-year old son Marcus Julius Philippus Caesar become Roman Consuls.,False
year,DT,247,"The Goths appear on the lower Danube frontier, they invade the Ukraine and Romania.",False
year,NNP,247,Emperor Philip the Arab marks the millennium of Rome by holding the Ludi Saeculares.,False
year,NNP,247,"Himiko of Yamataikoku, in Japan, begins a war against Himikoko, the King of Kunukoku.",False
year,NNP,246,Emperor Philip the Arab fights the Germans along the Danube.,False
year,NNP,246,"First of the two Councils of Arabia in the Roman Christian Church is held in Bostra, Arabia Petraea.",False
year,DT,246,"The Korean Baekje kingdom, under King Goi, attacks the Chinese command of Daifang.",False
year,NNP,241,Emperor Gordian III reaches Antioch and prepares with his army an offensive against the Persians.,False
year,NNP,241,Timesitheus becomes Praetorian Prefect.,False
year,NNP,241,Shapur I succeeds his father Ardashir I as king of Persia.,False
year,DT,241,The ancient city of Bagram (Afghanistan) is abandoned.,False
year,NNP,241,Shapur I annexes parts of the Kushan Empire.,False
year,DT,241,The Battle of Samhain is fought in Ireland.,False
year,DT,240,The Roman Empire is threatened on several fronts at the same time.,False
year,NNP,240,Maharaja Sri-Gupta becomes Emperor of Gupta.,False
year,NNP,240,"Ardashir I, Sassanid king of Persia, destroys Hatra.",False
year,NNP,240,Shapur I becomes co-emperor with his father Ardashir I.,False
year,DT,240,The Kushan Empire falls.,False
year,NNP,243,Timesitheus becomes ill and dies under suspicious circumstances.,False
year,NNP,243,Emperor Gordian III appoints Philip the Arab as his new praetorian prefect and proceeds with his campaign in Mesopotamia.,False
year,NNP,242,"Emperor Gordian III begins a campaign against king Shapur I, the Greek philosopher Plotinus joins him and hopes to obtain first-hand knowledge of Persian and Indian philosophies.",False
year,NNP,242,Shapur I makes a pre-emptive attack on Antioch to drive out the Romans.,False
year,NNP,242,Patriarch Titus succeeds Patriarch Eugenius I as Patriarch of Constantinople.,False
year,NNP,249,Trajan Decius puts down a revolt in Moesia and Pannonia.,False
year,NNP,249,Decius begins persecuting the Christians and others refusing to participate in Emperor worship.,False
year,NNP,249,"Sima Yi takes complete control of Cao Wei by executing his political rival Cao Shuang and his clan, marking the start of Sima family rule, which eventually gave rise to the Jin Dynasty.",False
year,DT,248,"The revolts of Pacatianus in Moesia and Iotapianus in Syria are put down by senator Decius, by order of emperor Philip the Arab.",False
year,DT,248,"The Roman Empire continues the celebration of the 1,000th anniversary of the city of Rome, with the ludi saeculares, organized by Philip the Arab.",False
year,NNP,248,Origen writes an eight-volume work criticizing the pagan writer Celsus.,False
year,DT,258,The Goths ravage Asia Minor and Trabzon.,False
year,NNP,258,"Gaul, Britain and Spain break off from the Roman Empire to form the Gallic Empire.",False
year,DT,258,"The amount of silver in the Roman currency, of the denarius falls below 10%.",False
year,DT,258,A second Imperial edict prohibits Christianity in the Roman Empire.,False
year,NNP,258,Sun Xiu succeeds Sun Liang as ruler of the Chinese kingdom of Wu.,False
year,NNP,258,Pope Sixtus II is martyred.,False
year,NNP,259,"Emperor Valerian leads an army (70,000 men) to relieve Edessa, besieged by the forces of king Shapur I.",False
year,NNP,259,Postumus revolts against Gallienus in Gaul.,False
year,NNP,259,"Postumus, governor of Gaul, declares himself Emperor and continues to rule the Gallic Empire until 267 when he is killed in battle.",False
year,DT,259,The Roman fort of Wiesbaden (Germany) is captured by the Alamanni (possibly 260).,False
year,DT,259,"The Franks, who invaded the Roman Empire near Cologne in 257, reach Tarraco in Hispania.",False
year,NNP,259,Pope Dionysius is elected as the 25th pope.,False
year,NNP,252,"Shapur I, king of Persia, puts the revolt in Khorasan (Iran) down and rejoines with his army.",False
year,NNP,252,Sun Liang succeeds Sun Quan as king of the Chinese Kingdom of Wu.,False
year,NNP,252,Pope Cornelius is exiled to Centumcellae by emperor Trebonianus Gallus.,False
year,NN,253,Period of the Thirty Tyrants in the Roman empire.,False
year,NNP,253,"Aemilianus is proclaimed ""enemy of the State"" by the Roman Senate.",False
year,NNP,253,"Aemilianus rules for 3 months the Roman Empire, he promise to fight in Thrace and goes to war against Persia.",False
year,NNP,253,"Aemilianus is murdered at Spoletium and Publius Valerianus, age 60, is recognised as new emperor by the Rhine legions.",False
year,NNP,253,"Valerianus I splits the Roman Empire in two; Gallienus taking control of the West and his father ruling the East, where he faced the Persian threat.",False
year,NNP,253,Pope Cornelius is sent into exile.,False
year,NNP,253,Pope Lucius I succeeds Pope Cornelius as the 22nd pope.,False
year,NNP,253,Lucius is arrested almost immediately following his election and also exiled.,False
year,DT,250,A group of Franks penetrate as far as Tarragona in Spain (approximate date).,False
year,DT,250,The Goths under king Cniva invade Moesia.,False
year,DT,250,The Alamanni drive the Romans from the modern area of Donau-Ries.,False
year,DT,250,"An epidemic of smallpox begins in Ethiopia, moves into Egypt and the roman colonies in North Africa and spreads through the Roman Empire.",False
year,DT,250,The Kingdom of Aksum (Axum) takes control of commerce on the Red Sea.,False
year,DT,250,The Kofun Period begins in Japan.,False
year,DT,250,The Kushan Empire collapses.,False
year,DT,250,"The earliest Chinese references to a device known as ""emperor's south-pointing carriage"" date to this period.",False
year,NNP,250,Teotihuacán is rebuilt as a four-quartered cosmogram by Zapotec architects brought from Monte Albán in Oaxaca.,False
year,NNP,250,"Diophantus writes Arithmetica, the first systematic treatise on algebra.",False
year,NNP,250,"Battle between the Romans and the Barbarians, detail of the Ludovisi Battle Sarcophagus, found near Rome, is made.",False
year,NNP,250,Emperor Decius institutes the persecution of Christians in an attempt to restore the religion of Rome.,False
year,DT,251,"The prosperity of Roman Britain declines during this period as the Germanic tribes of the Franks and Saxons, whose homelands are in Friesland and the Low Countries, make raids around the southeast coast.",False
year,NNP,251,"Gallus makes peace with the Goths, he permits them to keep their plunder, and offers them a bribe not to return.",False
year,DT,251,A fifteen-year plague begins in the Roman Empire.,False
year,DT,251,"The Sassanid king, Shapur I, orders an invasion of the Roman East with the intent of finally capturing the jewel of Syria, Antioch (251–254).",False
year,NNP,251,Pope Cornelius succeeds Pope Fabian as the 21st pope.,False
year,NNP,256,Emperor Valerian persecutes Christians.,False
year,DT,256,"The Franks cross the Rhine, the Alamanni reach Milan.",False
year,DT,256,The Goths appear at the walls of Thessalonica.,False
year,DT,256,The future emperor Aurelian inspects and organizes the defenses along the Rhine.,False
year,DT,256,"The great pandemic of the Roman world strikes violently in Pontus on the Black Sea and causes enormous loss of life in Alexandria, encouraging thousands to embrace Christianity.",False
year,NNP,256,"Pope Stephen I threatens to excommunicate Cyprian, bishop of Carthage, and other bishops in Africa and Asia Minor unless they stop rebaptizing heretics.",False
year,DT,256,A Synod of Carthage is held.,False
year,NNP,257,"Gallienus enters into a joint consulship with his father Valerianus I, having brought some order to the Danube area.",False
year,NNP,257,Emperor Valerian recovers Antioch in Syria from the Persian king Shapur I.,False
year,DT,257,The Goths build a fleet on the Black Sea.,False
year,DT,257,The Goths separate into the Ostrogoths and the Visigoths.,False
year,NNP,257,Pope Sixtus II succeeds Pope Stephen I as the 24th pope.,False
year,NNP,254,Publius Licinius Valerianus Augustus and Publius Licinius Egnatius Gallienus become Roman Consuls.,False
year,DT,254,"The Roman Empire is threatened by the Alemanni, Franks and Marcomanni in Germania, by the Goths in the Danube region (Moesia and Thrace) and Asia Minor, and by the Persians in the East.",False
year,NNP,254,Pope Stephen I succeeds Pope Lucius I as the 23rd pope.,False
year,NNP,255,"Ma Jun, a Chinese mechanical engineer from Cao Wei, invents the South Pointing Chariot, a path-finding directional compass vehicle that uses a differential gear, not magnetics.",False
year,NNP,229,Emperor Alexander Severus and Dio Cassius are joint Consuls.,False
year,NNP,229,Sun Quan formally declares himself emperor of the Kingdom of Wu.,False
year,NNP,229,"Wu merchants reached Vietnam, ocean transport is improved to an extent that sea journeys are made to Manchuria and the island of Taiwan.",False
year,NNP,229,Zhuge Liang embarks on the third of his Northern Expeditions.,False
year,NNP,229,Ammonius Saccas renews Greek philosophy by creating Neoplatonism.,False
year,DT,228,"The Praetorian Guard kill Ulpian, Praetorian prefect, who had wanted to reduce their privileges.",False
year,NNP,228,"Shah Ardashir I, four years after establishing the Sassanid Persian Empire, completes his conquest of Parthia.",False
year,DT,228,The Battle of Jieting and the Battle of Shiting are fought in China.,False
year,NNP,227,Seius Sallustius is executed for the attempted murder of his son-in-law Emperor Alexander Severus.,False
year,DT,227,The rule of High King Cormac mac Airt begins (approximate).,False
year,NNP,226,"Cao Pi dies after a illness, his son Cao Rui succeeds him as emperor of the Kingdom of Wei.",False
year,DT,226,The Empire of Parthia falls.,False
year,DT,226,"A merchant from the Roman Empire called ""Qin Lun"" by the Chinese, arrives in Jiaozhi (modern Hanoi) and is taken to see Sun Quan, king of Eastern Wu, who requests him to make a report on his native country and people.",False
year,NNP,225,"Emperor Alexander Severus marries Sallustia Orbiana, and possibly raises her father Seius Sallustius to the rank of caesar.",False
year,DT,225,"The first Christian paintings appear in Rome, decorating the Catacombs.",False
year,NNP,222,"Emperor Elagabalus is assassinated, along with his mother, Julia Soaemias, by the Praetorian Guard during a revolt.",False
year,NNP,222,Alexander Severus succeeds Elagabalus.,False
year,DT,222,"The silver content of the Roman denarius falls to 35 percent under emperor Alexander Severus, down from 43 percent under Elagabalus.",False
year,NNP,222,"Pope Callixtus I is killed by a mob in Rome's Trastevere after a 5-year reign in which he has stabilized the Saturday fast three times per year, with no food, oil, or wine to be consumed on those days.",False
year,NNP,222,Gunpowder is invented by alchemists of the Wu Empire in the southeast of China.,False
year,NNP,221,Emperor Elagabalus adopts his cousin Alexander Severus as his heir and receives the title of Caesar.,False
year,NN,221,Elagabalus is forced to divorce Aquilia Severa and marries his third wife Annia Faustina.,False
year,NNP,221,"Liu Bei, Chinese warlord and descendant of the royal family of the Han Dynasty, proclaims himself emperor in Sichuan and establish the Kingdom of Shu Han.",False
year,DT,220,The Goths invade Asia Minor and the Balkans.,False
year,DT,220,An Indian delegation visits the Roman emperor Elagabalus.,False
year,NNP,220,Great frost in England is said to have lasted for five months.,False
year,NNP,220,Imperator Marcus Aurelius Antoninus Augustus (Elagabalus) and Valerius Comazon Eutychianus become Roman Consuls.,False
year,JJ,220,"Elagabalus divorces Julia Paula and marries Aquilia Severa, a Vestal Virgin.",False
year,DT,220,"The Wei Dynasty will give official recognition to Daoism (Taoism) as its religious sect, and the sect's celestial masters will reciprocate by giving spiritual approbation to the Wei as successors to the Han.",False
year,NNP,238,Emperor Maximinus Thrax campaigns against the Carpians on the Danube in Moesia (Balkans).,False
year,NNP,238,"Maximinus advances to the town Aquileia in northern Italy, his army suffers from famine and disease, while the city is besieged.",False
year,DT,238,The Praetorian Guard stormed the palace and capture Pupienus and Balbinus.,False
year,DT,238,The Colosseum is restored after being damaged.,False
year,DT,238,"The Goths, coming from Ukraine, cross the Danube and devastate the Roman Empire up to the border with Anatolia.",False
